"Lake","Date","Year","DOY","Depth","Temperature"
"B",2005-05-20,2005,140,1,12.7
"B",2005-05-20,2005,140,1.5,12.7
"B",2005-05-20,2005,140,2,12.6
"B",2005-05-20,2005,140,2.5,12.6
"B",2005-05-20,2005,140,3,12.5
"B",2005-05-20,2005,140,3.5,12.5
"B",2005-05-20,2005,140,4,12.5
"B",2005-06-03,2005,154,0,15.3
"B",2005-06-03,2005,154,0.5,15.2
"B",2005-06-03,2005,154,1,15.1
"B",2005-06-03,2005,154,1.5,15.1
"B",2005-06-03,2005,154,2,15
"B",2005-06-03,2005,154,2.5,14.9
"B",2005-06-03,2005,154,3,14.6
"B",2005-06-03,2005,154,3.5,14.5
"B",2005-06-03,2005,154,4,14.5
"B",2005-06-17,2005,168,0,19.2
"B",2005-06-17,2005,168,0.5,19.2
"B",2005-06-17,2005,168,1,19.2
"B",2005-06-17,2005,168,1.5,19.2
"B",2005-06-17,2005,168,2,19.2
"B",2005-06-17,2005,168,2.5,19.1
"B",2005-06-17,2005,168,3,19.1
"B",2005-06-17,2005,168,3.5,19.1
"B",2005-06-17,2005,168,4,19.1
"B",2005-06-30,2005,181,0,17.7
"B",2005-06-30,2005,181,0.5,17.7
"B",2005-06-30,2005,181,1,17.7
"B",2005-06-30,2005,181,1.5,17.7
"B",2005-06-30,2005,181,2,17.7
"B",2005-06-30,2005,181,2.53,17.6
"B",2005-06-30,2005,181,3,17.6
"B",2005-06-30,2005,181,3.5,17.5
"B",2005-06-30,2005,181,4,17.5
"B",2005-07-15,2005,196,0,24.1
"B",2005-07-15,2005,196,0.5,24
"B",2005-07-15,2005,196,1,23.4
"B",2005-07-15,2005,196,1.5,23.3
"B",2005-07-15,2005,196,2,23.3
"B",2005-07-15,2005,196,2.5,23.2
"B",2005-07-15,2005,196,3,23.2
"B",2005-07-15,2005,196,3.5,23.1
"B",2005-07-15,2005,196,4,23.1
"B",2005-07-29,2005,210,0,19.6
"B",2005-07-29,2005,210,0.5,19.6
"B",2005-07-29,2005,210,1,19.6
"B",2005-07-29,2005,210,1.5,19.6
"B",2005-07-29,2005,210,2,19.6
"B",2005-07-29,2005,210,2.5,19.6
"B",2005-07-29,2005,210,3,19.6
"B",2005-07-29,2005,210,3.5,19.6
"B",2005-07-29,2005,210,4,19.5
"B",2005-08-11,2005,223,0,20
"B",2005-08-11,2005,223,0.5,20
"B",2005-08-11,2005,223,1,20.1
"B",2005-08-11,2005,223,1.5,20.1
"B",2005-08-11,2005,223,2,20.1
"B",2005-08-11,2005,223,2.5,20.1
"B",2005-08-11,2005,223,3,20.1
"B",2005-08-11,2005,223,3.5,20.1
"B",2005-08-11,2005,223,4,20.1
"B",2006-05-08,2006,128,0,12.2
"B",2006-05-08,2006,128,0.5,12.1
"B",2006-05-08,2006,128,1,12.1
"B",2006-05-08,2006,128,1.5,12
"B",2006-05-08,2006,128,2,12
"B",2006-05-08,2006,128,2.5,12.1
"B",2006-05-08,2006,128,3,12
"B",2006-05-08,2006,128,3.5,12
"B",2006-05-08,2006,128,4,11.9
"B",2006-05-23,2006,143,0,16.9
"B",2006-05-23,2006,143,0.5,16.9
"B",2006-05-23,2006,143,1,16.8
"B",2006-05-23,2006,143,1.5,16.8
"B",2006-05-23,2006,143,2,16.8
"B",2006-05-23,2006,143,2.5,16.8
"B",2006-05-23,2006,143,3,16.8
"B",2006-05-23,2006,143,3.5,16.8
"B",2006-05-23,2006,143,4,16.8
"B",2006-06-05,2006,156,0,18.1
"B",2006-06-05,2006,156,0.5,18.1
"B",2006-06-05,2006,156,1,18.1
"B",2006-06-05,2006,156,1.5,18
"B",2006-06-05,2006,156,2,18
"B",2006-06-05,2006,156,2.5,18
"B",2006-06-05,2006,156,3,17.9
"B",2006-06-05,2006,156,3.5,17.9
"B",2006-06-19,2006,170,0,18.3
"B",2006-06-19,2006,170,0.5,18
"B",2006-06-19,2006,170,1,17.3
"B",2006-06-19,2006,170,1.5,17
"B",2006-06-19,2006,170,2,16.9
"B",2006-06-19,2006,170,2.5,16.9
"B",2006-06-19,2006,170,3,16.9
"B",2006-06-19,2006,170,3.5,16.9
"B",2006-06-19,2006,170,4,16.8
"B",2006-07-04,2006,185,0,24.8
"B",2006-07-04,2006,185,0.5,23.8
"B",2006-07-04,2006,185,1,23.5
"B",2006-07-04,2006,185,1.5,23.3
"B",2006-07-04,2006,185,2,23.2
"B",2006-07-04,2006,185,2.5,23
"B",2006-07-04,2006,185,3,22.4
"B",2006-07-04,2006,185,3.5,22.3
"B",2006-07-04,2006,185,4,22
"B",2006-07-17,2006,198,0.5,24
"B",2006-07-17,2006,198,1,23.6
"B",2006-07-17,2006,198,1.5,23.5
"B",2006-07-17,2006,198,2,23.4
"B",2006-07-17,2006,198,2.5,23.3
"B",2006-07-17,2006,198,3,23.3
"B",2006-07-17,2006,198,3.5,23.3
"B",2006-07-31,2006,212,0,22.1
"B",2006-07-31,2006,212,0.5,22.2
"B",2006-07-31,2006,212,1,22.2
"B",2006-07-31,2006,212,1.5,22.2
"B",2006-07-31,2006,212,2,22.2
"B",2006-07-31,2006,212,2.5,22.2
"B",2006-07-31,2006,212,3,22.2
"B",2006-07-31,2006,212,3.5,22.2
"B",2006-07-31,2006,212,4,22.2
"B",2006-08-11,2006,223,0,21.5
"B",2006-08-11,2006,223,0.5,21.7
"B",2006-08-11,2006,223,1,21.7
"B",2006-08-11,2006,223,1.5,21.7
"B",2006-08-11,2006,223,2,21.7
"B",2006-08-11,2006,223,2.5,21.7
"B",2006-08-11,2006,223,3,21.6
"B",2006-08-11,2006,223,3.5,21.5
"B",2006-08-11,2006,223,4,21.4
"B",2006-08-28,2006,240,0,20.1
"B",2006-08-28,2006,240,0.5,20.1
"B",2006-08-28,2006,240,1,20
"B",2006-08-28,2006,240,1.5,20
"B",2006-08-28,2006,240,2,20
"B",2006-08-28,2006,240,2.5,20
"B",2006-08-28,2006,240,3,19.7
"B",2006-08-28,2006,240,3.5,19.7
"B",2007-05-07,2007,127,0,13.4
"B",2007-05-07,2007,127,0.5,13.4
"B",2007-05-07,2007,127,1,13.4
"B",2007-05-07,2007,127,1.5,13.3
"B",2007-05-07,2007,127,2,13.3
"B",2007-05-07,2007,127,2.5,13.3
"B",2007-05-07,2007,127,3,13.3
"B",2007-05-07,2007,127,3.5,13.5
"B",2007-05-22,2007,142,0,14.4
"B",2007-05-22,2007,142,0.5,14.3
"B",2007-05-22,2007,142,1,14.3
"B",2007-05-22,2007,142,1.5,14.3
"B",2007-05-22,2007,142,2,14.3
"B",2007-05-22,2007,142,2.5,14.3
"B",2007-05-22,2007,142,3,14.3
"B",2007-05-22,2007,142,3.5,14.3
"B",2007-06-04,2007,155,0,17.5
"B",2007-06-04,2007,155,0.5,17.4
"B",2007-06-04,2007,155,1,17.2
"B",2007-06-04,2007,155,1.5,16.8
"B",2007-06-04,2007,155,2,16.7
"B",2007-06-04,2007,155,2.5,16.4
"B",2007-06-04,2007,155,3,16
"B",2007-06-04,2007,155,3.5,15.9
"B",2007-06-19,2007,170,0,17.6
"B",2007-06-19,2007,170,0.5,17.7
"B",2007-06-19,2007,170,1,17.7
"B",2007-06-19,2007,170,1.5,17.6
"B",2007-06-19,2007,170,2,17.6
"B",2007-06-19,2007,170,2.5,17.6
"B",2007-06-19,2007,170,3,17.6
"B",2007-06-19,2007,170,3.5,17.5
"B",2007-06-19,2007,170,4,17.2
"B",2007-07-03,2007,184,0,21.1
"B",2007-07-03,2007,184,0.5,21
"B",2007-07-03,2007,184,1,21.1
"B",2007-07-03,2007,184,1.5,21
"B",2007-07-03,2007,184,2,21
"B",2007-07-03,2007,184,2.5,21
"B",2007-07-03,2007,184,3,20.9
"B",2007-07-03,2007,184,3.5,20.9
"B",2007-07-03,2007,184,4,20.8
"B",2007-07-03,2007,184,4.5,20.7
"B",2007-07-16,2007,197,0,23.5
"B",2007-07-16,2007,197,0.5,23.5
"B",2007-07-16,2007,197,1,23.4
"B",2007-07-16,2007,197,1.5,23.3
"B",2007-07-16,2007,197,2,23.3
"B",2007-07-16,2007,197,2.5,23.3
"B",2007-07-16,2007,197,3,23.3
"B",2007-07-16,2007,197,3.5,23.3
"B",2007-07-30,2007,211,0,26.1
"B",2007-07-30,2007,211,0.5,25.9
"B",2007-07-30,2007,211,1,25.6
"B",2007-07-30,2007,211,1.5,25.5
"B",2007-07-30,2007,211,2,25.4
"B",2007-07-30,2007,211,2.5,25.3
"B",2007-07-30,2007,211,3,25.2
"B",2007-07-30,2007,211,3.5,24.5
"B",2007-07-30,2007,211,4,24.3
"B",2007-08-13,2007,225,0,19.7
"B",2007-08-13,2007,225,0.5,19.6
"B",2007-08-13,2007,225,1,19.6
"B",2007-08-13,2007,225,1.5,19.6
"B",2007-08-13,2007,225,2,19.6
"B",2007-08-13,2007,225,2.5,19.6
"B",2007-08-13,2007,225,3,19.6
"B",2007-08-13,2007,225,3.5,19.6
"B",2007-08-22,2007,234,0,17.3
"B",2007-08-22,2007,234,0.5,17.3
"B",2007-08-22,2007,234,1,17.3
"B",2007-08-22,2007,234,1.5,17.3
"B",2007-08-22,2007,234,2,17.3
"B",2007-08-22,2007,234,2.5,17.3
"B",2007-08-22,2007,234,3,17.3
"B",2007-08-22,2007,234,3.5,17.3
"B",2008-05-12,2008,133,0,10.4
"B",2008-05-12,2008,133,0.5,10.3
"B",2008-05-12,2008,133,1,10.3
"B",2008-05-12,2008,133,1.5,10.3
"B",2008-05-12,2008,133,2,10.3
"B",2008-05-12,2008,133,2.5,10.3
"B",2008-05-12,2008,133,3,10.3
"B",2008-05-12,2008,133,3.5,10.3
"B",2008-05-26,2008,147,0,13
"B",2008-05-26,2008,147,0.5,13
"B",2008-05-26,2008,147,1,12.9
"B",2008-05-26,2008,147,1.5,12.8
"B",2008-05-26,2008,147,2,12.8
"B",2008-05-26,2008,147,2.5,12.7
"B",2008-05-26,2008,147,3,12.7
"B",2008-05-26,2008,147,3.5,12.5
"B",2008-05-26,2008,147,4,12.5
"B",2008-06-09,2008,161,0,15.6
"B",2008-06-09,2008,161,0.5,15.6
"B",2008-06-09,2008,161,1,15.6
"B",2008-06-09,2008,161,1.5,15.6
"B",2008-06-09,2008,161,2,15.5
"B",2008-06-09,2008,161,2.5,15.5
"B",2008-06-09,2008,161,3,15.5
"B",2008-06-09,2008,161,3.5,15.5
"B",2008-06-09,2008,161,4,15.5
"B",2008-06-23,2008,175,0,19.9
"B",2008-06-23,2008,175,0.5,19.9
"B",2008-06-23,2008,175,1,19.9
"B",2008-06-23,2008,175,1.5,19.9
"B",2008-06-23,2008,175,2,19.9
"B",2008-06-23,2008,175,2.5,19.9
"B",2008-06-23,2008,175,3,19.8
"B",2008-06-23,2008,175,3.5,19.8
"B",2008-06-23,2008,175,4,19.7
"B",2008-07-07,2008,189,0,21.5
"B",2008-07-07,2008,189,0.5,21.7
"B",2008-07-07,2008,189,1,21.7
"B",2008-07-07,2008,189,1.5,21.7
"B",2008-07-07,2008,189,2,21.7
"B",2008-07-07,2008,189,2.5,21.7
"B",2008-07-07,2008,189,3,21.7
"B",2008-07-07,2008,189,3.5,21.7
"B",2008-07-21,2008,203,0,22
"B",2008-07-21,2008,203,0.5,22
"B",2008-07-21,2008,203,1,22
"B",2008-07-21,2008,203,1.5,21.9
"B",2008-07-21,2008,203,2,21.9
"B",2008-07-21,2008,203,2.5,21.8
"B",2008-07-21,2008,203,3,21.7
"B",2008-07-21,2008,203,3.5,21.3
"B",2008-07-21,2008,203,4,21.3
"B",2008-08-05,2008,218,0,21.5
"B",2008-08-05,2008,218,0.5,21.4
"B",2008-08-05,2008,218,1,21
"B",2008-08-05,2008,218,1.5,20.9
"B",2008-08-05,2008,218,2,20.8
"B",2008-08-05,2008,218,2.5,20.8
"B",2008-08-05,2008,218,3,20.8
"B",2008-08-05,2008,218,3.5,20.7
"B",2008-08-18,2008,231,0,21.5
"B",2008-08-18,2008,231,0.5,21.4
"B",2008-08-18,2008,231,1,21.3
"B",2008-08-18,2008,231,1.5,21.3
"B",2008-08-18,2008,231,2,21.3
"B",2008-08-18,2008,231,2.5,21.3
"B",2008-08-18,2008,231,3,21.2
"B",2008-08-18,2008,231,3.5,20.5
"B",2008-08-18,2008,231,4,20.4
"B",2008-09-02,2008,246,0,15.2
"B",2008-09-02,2008,246,0.5,15.3
"B",2008-09-02,2008,246,1,15.3
"B",2008-09-02,2008,246,1.5,15.3
"B",2008-09-02,2008,246,2,15.3
"B",2008-09-02,2008,246,2.5,15.3
"B",2008-09-02,2008,246,3,15.3
"B",2008-09-02,2008,246,3.5,15.3
"B",2009-05-11,2009,131,0,11.3
"B",2009-05-11,2009,131,0.5,10.7
"B",2009-05-11,2009,131,1,9.8
"B",2009-05-11,2009,131,1.5,9.3
"B",2009-05-11,2009,131,2,9
"B",2009-05-11,2009,131,2.5,8.7
"B",2009-05-11,2009,131,3,8.4
"B",2009-05-11,2009,131,3.5,8.3
"B",2009-05-20,2009,140,0,9.8
"B",2009-05-20,2009,140,0.5,9.8
"B",2009-05-20,2009,140,1,9.7
"B",2009-05-20,2009,140,1.5,9.7
"B",2009-05-20,2009,140,2,9.7
"B",2009-05-20,2009,140,2.5,9.7
"B",2009-05-20,2009,140,3,9.7
"B",2009-05-20,2009,140,3.5,9.7
"B",2009-05-20,2009,140,4,9.7
"B",2009-06-08,2009,159,0,13.8
"B",2009-06-08,2009,159,0.5,13.7
"B",2009-06-08,2009,159,1,13.7
"B",2009-06-08,2009,159,1.5,13.7
"B",2009-06-08,2009,159,2,13.7
"B",2009-06-08,2009,159,2.5,13.7
"B",2009-06-08,2009,159,3,13.7
"B",2009-06-08,2009,159,3.5,13.7
"B",2009-06-08,2009,159,4,13.7
"B",2009-06-22,2009,173,0,19.7
"B",2009-06-22,2009,173,0.5,19.7
"B",2009-06-22,2009,173,1,19.7
"B",2009-06-22,2009,173,1.5,19.6
"B",2009-06-22,2009,173,2,19.7
"B",2009-06-22,2009,173,2.5,19.6
"B",2009-06-22,2009,173,3,19.6
"B",2009-06-22,2009,173,3.5,19.6
"B",2009-06-22,2009,173,4,19.6
"B",2009-07-06,2009,187,0,20.9
"B",2009-07-06,2009,187,0.5,20.9
"B",2009-07-06,2009,187,1,20.8
"B",2009-07-06,2009,187,1.5,20.8
"B",2009-07-06,2009,187,2,20.8
"B",2009-07-06,2009,187,2.5,20.7
"B",2009-07-06,2009,187,3,20.6
"B",2009-07-06,2009,187,3.5,20.6
"B",2009-07-20,2009,201,0,19.5
"B",2009-07-20,2009,201,0.5,19.5
"B",2009-07-20,2009,201,1,19.5
"B",2009-07-20,2009,201,1.5,19.5
"B",2009-07-20,2009,201,2,19.5
"B",2009-07-20,2009,201,2.5,19.5
"B",2009-07-20,2009,201,3,19.5
"B",2009-07-20,2009,201,3.5,19.5
"B",2009-08-04,2009,216,0,19.3
"B",2009-08-04,2009,216,0.5,19.3
"B",2009-08-04,2009,216,1,19.3
"B",2009-08-04,2009,216,1.5,19.2
"B",2009-08-04,2009,216,2,19.2
"B",2009-08-04,2009,216,2.5,19.2
"B",2009-08-04,2009,216,3,19.1
"B",2009-08-04,2009,216,3.5,19.1
"B",2009-08-17,2009,229,0,17.8
"B",2009-08-17,2009,229,0.5,17.8
"B",2009-08-17,2009,229,1,17.7
"B",2009-08-17,2009,229,1.5,17.7
"B",2009-08-17,2009,229,2,17.7
"B",2009-08-17,2009,229,2.5,17.7
"B",2009-08-17,2009,229,3,17.7
"B",2009-08-17,2009,229,3.5,17.7
"B",2009-08-17,2009,229,4,17.7
"B",2009-08-31,2009,243,0,19.2
"B",2009-08-31,2009,243,0.5,19.2
"B",2009-08-31,2009,243,1,19.2
"B",2009-08-31,2009,243,1.5,19.2
"B",2009-08-31,2009,243,2,19.1
"B",2009-08-31,2009,243,2.5,19.1
"B",2009-08-31,2009,243,3,19
"B",2009-08-31,2009,243,3.5,18.8
"B",2010-05-10,2010,130,0,8
"B",2010-05-10,2010,130,0.5,8
"B",2010-05-10,2010,130,1,8
"B",2010-05-10,2010,130,1.5,7.9
"B",2010-05-10,2010,130,2,7.9
"B",2010-05-10,2010,130,2.5,7.9
"B",2010-05-10,2010,130,3,7.9
"B",2010-05-10,2010,130,3.5,7.9
"B",2010-05-10,2010,130,4,7.9
"B",2010-05-25,2010,145,0,12.8
"B",2010-05-25,2010,145,0.5,12.9
"B",2010-05-25,2010,145,1,12.9
"B",2010-05-25,2010,145,1.5,12.9
"B",2010-05-25,2010,145,2,12.9
"B",2010-05-25,2010,145,2.5,12.9
"B",2010-05-25,2010,145,3,12.9
"B",2010-05-25,2010,145,3.5,12.9
"B",2010-05-25,2010,145,4,12.9
"B",2010-05-25,2010,145,4.5,13
"B",2010-06-07,2010,158,0,16
"B",2010-06-07,2010,158,0.5,16
"B",2010-06-07,2010,158,1,15.8
"B",2010-06-07,2010,158,1.5,15.4
"B",2010-06-07,2010,158,2,15.1
"B",2010-06-07,2010,158,2.5,15
"B",2010-06-07,2010,158,3,15
"B",2010-06-07,2010,158,3.5,14.9
"B",2010-06-21,2010,172,0,20.2
"B",2010-06-21,2010,172,0.5,20.2
"B",2010-06-21,2010,172,1,20.1
"B",2010-06-21,2010,172,1.5,19.8
"B",2010-06-21,2010,172,2,19.5
"B",2010-06-21,2010,172,2.5,19.4
"B",2010-06-21,2010,172,3,18.4
"B",2010-07-05,2010,186,0,22.2
"B",2010-07-05,2010,186,0.5,22.2
"B",2010-07-05,2010,186,1,22.2
"B",2010-07-05,2010,186,1.5,22.2
"B",2010-07-05,2010,186,2,22.2
"B",2010-07-05,2010,186,2.5,22.2
"B",2010-07-05,2010,186,3,22.2
"B",2010-07-05,2010,186,3.5,22.1
"B",2010-07-05,2010,186,4,22
"B",2010-07-14,2010,195,0,20
"B",2010-07-14,2010,195,0.5,20.1
"B",2010-07-14,2010,195,1,20.1
"B",2010-07-14,2010,195,1.5,20.1
"B",2010-07-14,2010,195,2,20.1
"B",2010-07-14,2010,195,2.5,20.1
"B",2010-07-14,2010,195,3,20.1
"B",2010-08-03,2010,215,0,23
"B",2010-08-03,2010,215,0.5,23
"B",2010-08-03,2010,215,1,23
"B",2010-08-03,2010,215,1.5,23
"B",2010-08-03,2010,215,2,23
"B",2010-08-03,2010,215,2.5,23
"B",2010-08-03,2010,215,3,23
"B",2010-08-16,2010,228,0,19.5
"B",2010-08-16,2010,228,0.5,19.5
"B",2010-08-16,2010,228,1,19.5
"B",2010-08-16,2010,228,1.5,19.4
"B",2010-08-16,2010,228,2,19.4
"B",2010-08-16,2010,228,2.5,19.4
"B",2010-08-16,2010,228,3,19.4
"B",2010-08-16,2010,228,3.5,19.4
"B",2010-08-16,2010,228,4,19.4
"B",2010-08-30,2010,242,0,17.8
"B",2010-08-30,2010,242,0.5,17.8
"B",2010-08-30,2010,242,1,17.8
"B",2010-08-30,2010,242,1.5,17.8
"B",2010-08-30,2010,242,2,17.8
"B",2010-08-30,2010,242,2.5,17.8
"B",2010-08-30,2010,242,3,17.8
"B",2010-08-30,2010,242,3.5,17.8
"B",2011-05-09,2011,129,0,9.8
"B",2011-05-09,2011,129,0.5,9.5
"B",2011-05-09,2011,129,1,9.5
"B",2011-05-09,2011,129,1.5,9.5
"B",2011-05-09,2011,129,2,9.4
"B",2011-05-09,2011,129,2.5,9.5
"B",2011-05-09,2011,129,3,9.5
"B",2011-05-09,2011,129,3.5,9.5
"B",2011-05-09,2011,129,4,9.4
"B",2011-05-09,2011,129,4.5,9.3
"B",2011-05-24,2011,144,0,14.4
"B",2011-05-24,2011,144,0.5,14.5
"B",2011-05-24,2011,144,1,14.6
"B",2011-05-24,2011,144,1.5,14.6
"B",2011-05-24,2011,144,2,14.6
"B",2011-05-24,2011,144,2.5,14.6
"B",2011-05-24,2011,144,3,14.6
"B",2011-05-24,2011,144,3.5,14.6
"B",2011-05-24,2011,144,4,14.6
"B",2011-06-06,2011,157,0,15.4
"B",2011-06-06,2011,157,0.5,15.2
"B",2011-06-06,2011,157,1,14.9
"B",2011-06-06,2011,157,1.5,14.7
"B",2011-06-06,2011,157,2,14.6
"B",2011-06-06,2011,157,2.5,14.5
"B",2011-06-06,2011,157,3,14.5
"B",2011-06-06,2011,157,3.5,14
"B",2011-06-20,2011,171,0,18.8
"B",2011-06-20,2011,171,0.5,18.5
"B",2011-06-20,2011,171,1,18.2
"B",2011-06-20,2011,171,1.5,18
"B",2011-06-20,2011,171,2,17.8
"B",2011-06-20,2011,171,2.5,17.6
"B",2011-06-20,2011,171,3,17.5
"B",2011-06-20,2011,171,3.5,17.5
"B",2011-07-04,2011,185,0,21.9
"B",2011-07-04,2011,185,0.5,21.9
"B",2011-07-04,2011,185,1,21.9
"B",2011-07-04,2011,185,1.5,21.9
"B",2011-07-04,2011,185,2,21.9
"B",2011-07-04,2011,185,2.5,21.9
"B",2011-07-04,2011,185,3,21.9
"B",2011-07-04,2011,185,3.5,21.9
"B",2011-07-13,2011,194,0,21.8
"B",2011-07-13,2011,194,0.5,21.7
"B",2011-07-13,2011,194,1,21.6
"B",2011-07-13,2011,194,1.5,21.6
"B",2011-07-13,2011,194,2,21.6
"B",2011-07-13,2011,194,2.5,21.5
"B",2011-07-13,2011,194,3,21.4
"B",2011-07-13,2011,194,3.5,21.4
"B",2011-08-02,2011,214,0,23.1
"B",2011-08-02,2011,214,0.5,23.1
"B",2011-08-02,2011,214,1,23
"B",2011-08-02,2011,214,1.5,22.9
"B",2011-08-02,2011,214,2,22.8
"B",2011-08-02,2011,214,2.5,22.8
"B",2011-08-02,2011,214,3,22.7
"B",2011-08-02,2011,214,3.5,22.7
"B",2011-08-02,2011,214,4,22.7
"B",2011-08-15,2011,227,0,22.5
"B",2011-08-15,2011,227,0.5,22.2
"B",2011-08-15,2011,227,1,21.8
"B",2011-08-15,2011,227,1.5,21.8
"B",2011-08-15,2011,227,2,21.7
"B",2011-08-15,2011,227,2.5,21.6
"B",2011-08-15,2011,227,3,21.6
"B",2011-08-15,2011,227,3.5,21.5
"B",2011-08-29,2011,241,0,20.7
"B",2011-08-29,2011,241,0.5,20.7
"B",2011-08-29,2011,241,1,20.6
"B",2011-08-29,2011,241,1.5,20.6
"B",2011-08-29,2011,241,2,20.6
"B",2011-08-29,2011,241,2.5,20.6
"B",2011-08-29,2011,241,3,20.6
"B",2011-08-29,2011,241,3.5,20.6
"B",2012-05-07,2012,128,0,9.9
"B",2012-05-07,2012,128,0.5,9.8
"B",2012-05-07,2012,128,1,9.8
"B",2012-05-07,2012,128,1.5,9.8
"B",2012-05-07,2012,128,2,9.8
"B",2012-05-07,2012,128,2.5,9.8
"B",2012-05-07,2012,128,3,9.8
"B",2012-05-22,2012,143,0,15.3
"B",2012-05-22,2012,143,0.5,15.3
"B",2012-05-22,2012,143,1,15.2
"B",2012-05-22,2012,143,1.5,15.2
"B",2012-05-22,2012,143,2,15.2
"B",2012-05-22,2012,143,2.5,15.2
"B",2012-05-22,2012,143,3,15.2
"B",2012-06-04,2012,156,0,17.1
"B",2012-06-04,2012,156,0.5,16.4
"B",2012-06-04,2012,156,1,16.2
"B",2012-06-04,2012,156,1.5,6.1
"B",2012-06-04,2012,156,2,16
"B",2012-06-04,2012,156,2.5,15.9
"B",2012-06-04,2012,156,3,15.8
"B",2012-06-18,2012,170,0,17.2
"B",2012-06-18,2012,170,0.5,17.3
"B",2012-06-18,2012,170,1,17.3
"B",2012-06-18,2012,170,1.5,17.3
"B",2012-06-18,2012,170,2,17.3
"B",2012-06-18,2012,170,2.5,17.3
"B",2012-06-18,2012,170,3,17.3
"B",2012-06-28,2012,180,0,19.6
"B",2012-06-28,2012,180,0.5,19.5
"B",2012-06-28,2012,180,1,19.5
"B",2012-06-28,2012,180,1.5,19.5
"B",2012-06-28,2012,180,2,19.4
"B",2012-06-28,2012,180,2.5,19.3
"B",2012-06-28,2012,180,3,19.2
"B",2012-07-16,2012,198,0,23
"B",2012-07-16,2012,198,0.5,23.1
"B",2012-07-16,2012,198,1,23.1
"B",2012-07-16,2012,198,1.5,23.1
"B",2012-07-16,2012,198,2,23.1
"B",2012-07-16,2012,198,2.5,23.1
"B",2012-07-16,2012,198,3,23.1
"B",2012-07-25,2012,207,0,23.5
"B",2012-07-25,2012,207,0.5,23.5
"B",2012-07-25,2012,207,1,23.6
"B",2012-07-25,2012,207,1.5,23.6
"B",2012-07-25,2012,207,2,23.6
"B",2012-07-25,2012,207,2.5,23.6
"B",2012-07-25,2012,207,3,23.6
"B",2012-08-13,2012,226,0,22.2
"B",2012-08-13,2012,226,0.5,22.2
"B",2012-08-13,2012,226,1,22.1
"B",2012-08-13,2012,226,1.5,22.1
"B",2012-08-13,2012,226,2,22.1
"B",2012-08-13,2012,226,2.5,22.1
"B",2012-08-13,2012,226,3,22
"B",2012-08-27,2012,240,0,18.8
"B",2012-08-27,2012,240,1,18.7
"B",2012-08-27,2012,240,2,18.6
"B",2012-08-27,2012,240,3,18.5
"B",2013-05-21,2013,141,0,12.2
"B",2013-05-21,2013,141,0.5,11.9
"B",2013-05-21,2013,141,1,11.9
"B",2013-05-21,2013,141,1.5,11.9
"B",2013-05-21,2013,141,2,11.9
"B",2013-05-21,2013,141,2.5,11.9
"B",2013-05-21,2013,141,3,11.9
"B",2013-05-21,2013,141,3.5,11.7
"B",2013-06-03,2013,154,0,16
"B",2013-06-03,2013,154,0.5,16
"B",2013-06-03,2013,154,1,16
"B",2013-06-03,2013,154,1.5,16
"B",2013-06-03,2013,154,2,16
"B",2013-06-03,2013,154,2.5,16
"B",2013-06-03,2013,154,3,16
"B",2013-06-17,2013,168,0,17.6
"B",2013-06-17,2013,168,0.5,17.5
"B",2013-06-17,2013,168,1,17.4
"B",2013-06-17,2013,168,1.5,17.4
"B",2013-06-17,2013,168,2,17.4
"B",2013-06-17,2013,168,2.5,17.3
"B",2013-06-17,2013,168,3,17.3
"B",2013-06-17,2013,168,3.5,17.3
"B",2013-07-02,2013,183,0,24.8
"B",2013-07-02,2013,183,0.5,24.7
"B",2013-07-02,2013,183,1,24.5
"B",2013-07-02,2013,183,1.5,24
"B",2013-07-02,2013,183,2,23.2
"B",2013-07-02,2013,183,2.5,22.7
"B",2013-07-02,2013,183,3,21.9
"B",2013-07-15,2013,196,0,20.9
"B",2013-07-15,2013,196,0.5,21.1
"B",2013-07-15,2013,196,1,21.1
"B",2013-07-15,2013,196,1.5,21.1
"B",2013-07-15,2013,196,2,21.1
"B",2013-07-15,2013,196,2.5,21.1
"B",2013-07-15,2013,196,3,21.1
"B",2013-07-29,2013,210,0,19.2
"B",2013-07-29,2013,210,0.5,19.2
"B",2013-07-29,2013,210,1,19.2
"B",2013-07-29,2013,210,1.5,19.2
"B",2013-07-29,2013,210,2,19.2
"B",2013-07-29,2013,210,2.5,19.2
"B",2013-07-29,2013,210,3,19.1
"B",2013-08-12,2013,224,0,20.5
"B",2013-08-12,2013,224,0.5,20.5
"B",2013-08-12,2013,224,1,20.5
"B",2013-08-12,2013,224,1.5,20.4
"B",2013-08-12,2013,224,2,20.4
"B",2013-08-12,2013,224,2.5,20.3
"B",2013-08-12,2013,224,3,20
"B",2013-08-26,2013,238,0,22.6
"B",2013-08-26,2013,238,0.5,22.2
"B",2013-08-26,2013,238,1,22.1
"B",2013-08-26,2013,238,1.5,22
"B",2013-08-26,2013,238,2,21.9
"B",2013-08-26,2013,238,2.5,21.8
"B",2013-08-26,2013,238,3,21.7
"B",2013-08-26,2013,238,3.5,NA
"B",2014-05-12,2014,132,0,6.8
"B",2014-05-12,2014,132,0.5,6.7
"B",2014-05-12,2014,132,1,6.7
"B",2014-05-12,2014,132,1.5,6.7
"B",2014-05-12,2014,132,2,6.7
"B",2014-05-12,2014,132,2.5,6.7
"B",2014-05-12,2014,132,3,6.7
