"Lake","Date","Year","DOY","Depth","Temperature"
"L",1996-08-20,1996,233,14,19.5
"L",1996-08-20,1996,233,15,19.5
"L",1996-08-20,1996,233,16,19
"L",1996-08-20,1996,233,17,19
"L",1996-08-20,1996,233,18,19
"L",1996-08-20,1996,233,19,19
"L",1996-08-20,1996,233,20,19
"L",1996-08-20,1996,233,21,19
"L",1997-05-16,1997,136,0,7.5
"L",1997-05-16,1997,136,1,7
"L",1997-05-16,1997,136,2,7
"L",1997-05-16,1997,136,3,7
"L",1997-05-16,1997,136,4,6.5
"L",1997-05-16,1997,136,5,6.5
"L",1997-05-16,1997,136,6,6.5
"L",1997-05-16,1997,136,7,6.5
"L",1997-05-16,1997,136,8,6.5
"L",1997-05-16,1997,136,9,6
"L",1997-05-16,1997,136,10,6
"L",1997-05-16,1997,136,11,6
"L",1997-05-16,1997,136,12,6
"L",1997-05-16,1997,136,13,6
"L",1997-05-16,1997,136,14,6
"L",1997-05-16,1997,136,15,6
"L",1997-05-16,1997,136,16,6
"L",1997-05-16,1997,136,17,6
"L",1997-05-16,1997,136,18,6
"L",1997-05-16,1997,136,19,6
"L",1997-05-16,1997,136,20,6
"L",1997-05-16,1997,136,21,6
"L",1997-05-16,1997,136,22,6
"L",1997-05-16,1997,136,23,6
"L",1997-05-16,1997,136,24,6
"L",1997-05-16,1997,136,25,6
"L",1997-06-04,1997,155,0,21.5
"L",1997-06-04,1997,155,1,21.5
"L",1997-06-04,1997,155,2,21.5
"L",1997-06-04,1997,155,3,21.5
"L",1997-06-04,1997,155,4,21.5
"L",1997-06-04,1997,155,5,21.5
"L",1997-06-04,1997,155,6,21.5
"L",1997-06-04,1997,155,7,20
"L",1997-06-04,1997,155,8,20
"L",1997-06-04,1997,155,9,20
"L",1997-06-04,1997,155,10,18
"L",1997-06-04,1997,155,11,18
"L",1997-06-04,1997,155,12,18
"L",1997-06-04,1997,155,13,18
"L",1997-06-04,1997,155,14,17.5
"L",1997-06-04,1997,155,15,17.5
"L",1997-06-04,1997,155,16,17.5
"L",1997-06-04,1997,155,17,17.5
"L",1997-06-04,1997,155,18,17.5
"L",1997-06-04,1997,155,19,17.5
"L",1997-06-04,1997,155,20,17.5
"L",1997-06-04,1997,155,21,17.5
"L",1997-06-04,1997,155,22,17.5
"L",1997-06-04,1997,155,23,17.5
"L",1997-06-04,1997,155,24,17.5
"L",1997-06-16,1997,167,0,18
"L",1997-06-16,1997,167,1,18
"L",1997-06-16,1997,167,2,17
"L",1997-06-16,1997,167,3,17
"L",1997-06-16,1997,167,4,17
"L",1997-06-16,1997,167,5,17
"L",1997-06-16,1997,167,6,17
"L",1997-06-16,1997,167,7,16.5
"L",1997-06-16,1997,167,8,16
"L",1997-06-16,1997,167,9,16
"L",1997-06-16,1997,167,10,16
"L",1997-06-16,1997,167,11,16
"L",1997-06-16,1997,167,12,15.5
"L",1997-06-16,1997,167,13,15
"L",1997-06-16,1997,167,14,15
"L",1997-06-16,1997,167,15,15
"L",1997-06-16,1997,167,16,15
"L",1997-06-16,1997,167,17,14.5
"L",1997-06-16,1997,167,18,14
"L",1997-06-16,1997,167,19,13
"L",1997-06-16,1997,167,20,12.5
"L",1997-06-16,1997,167,21,12
"L",1997-06-16,1997,167,22,12
"L",1997-07-04,1997,185,0,17
"L",1997-07-17,1997,198,0,22
"L",1997-07-17,1997,198,1,22
"L",1997-07-17,1997,198,2,22
"L",1997-07-17,1997,198,3,22
"L",1997-07-17,1997,198,4,21
"L",1997-07-17,1997,198,5,20
"L",1997-07-17,1997,198,6,20
"L",1997-07-17,1997,198,7,20
"L",1997-07-17,1997,198,8,19.5
"L",1997-07-17,1997,198,9,19
"L",1997-07-17,1997,198,10,18
"L",1997-07-17,1997,198,11,18
"L",1997-07-17,1997,198,12,18
"L",1997-07-17,1997,198,13,18
"L",1997-07-17,1997,198,14,17.5
"L",1997-07-17,1997,198,15,17
"L",1997-07-17,1997,198,16,17
"L",1997-07-17,1997,198,17,17
"L",1997-07-17,1997,198,18,17
"L",1997-07-17,1997,198,19,16.5
"L",1997-07-17,1997,198,20,16
"L",1997-07-17,1997,198,21,16
"L",1997-07-17,1997,198,22,16
"L",1997-07-17,1997,198,23,16
"L",1997-07-17,1997,198,24,15
"L",1997-08-02,1997,214,0,22
"L",1997-08-02,1997,214,1,21
"L",1997-08-02,1997,214,2,21
"L",1997-08-02,1997,214,3,21
"L",1997-08-02,1997,214,4,21
"L",1997-08-02,1997,214,5,21
"L",1997-08-02,1997,214,6,21
"L",1997-08-02,1997,214,7,21
"L",1997-08-02,1997,214,8,21
"L",1997-08-02,1997,214,9,20.5
"L",1997-08-02,1997,214,10,20.5
"L",1997-08-02,1997,214,11,20.5
"L",1997-08-02,1997,214,12,20.5
"L",1997-08-02,1997,214,13,20.5
"L",1997-08-02,1997,214,14,20.5
"L",1997-08-02,1997,214,15,20
"L",1997-08-02,1997,214,16,20
"L",1997-08-02,1997,214,17,20
"L",1997-08-02,1997,214,18,19
"L",1997-08-02,1997,214,19,19
"L",1997-08-02,1997,214,20,18
"L",1997-08-02,1997,214,21,17
"L",1997-08-02,1997,214,22,17
"L",1997-08-12,1997,224,0,20.5
"L",1997-08-12,1997,224,1,20
"L",1997-08-12,1997,224,2,20
"L",1997-08-12,1997,224,3,20
"L",1997-08-12,1997,224,4,20
"L",1997-08-12,1997,224,5,20
"L",1997-08-12,1997,224,6,20
"L",1997-08-12,1997,224,7,20
"L",1997-08-12,1997,224,8,20
"L",1997-08-12,1997,224,9,20
"L",1997-08-12,1997,224,10,20
"L",1997-08-12,1997,224,11,20
"L",1997-08-12,1997,224,12,19.5
"L",1997-08-12,1997,224,13,19.5
"L",1997-08-12,1997,224,14,19.5
"L",1997-08-12,1997,224,15,19.5
"L",1997-08-12,1997,224,16,19.5
"L",1997-08-12,1997,224,17,19.5
"L",1997-08-12,1997,224,18,19.5
"L",1997-08-12,1997,224,19,19.5
"L",1997-08-12,1997,224,20,19.5
"L",1997-08-12,1997,224,21,19.5
"L",1997-08-12,1997,224,22,19.5
"L",1997-08-12,1997,224,23,19
"L",1997-08-12,1997,224,24,18
"L",1997-08-12,1997,224,25,18
"L",1997-08-27,1997,239,0,15.5
"L",1997-08-27,1997,239,1,13
"L",1997-08-27,1997,239,2,13
"L",1997-08-27,1997,239,3,13
"L",1997-08-27,1997,239,4,12
"L",1997-08-27,1997,239,5,12
"L",1997-08-27,1997,239,6,12
"L",1997-08-27,1997,239,7,12
"L",1997-08-27,1997,239,8,12
"L",1997-08-27,1997,239,9,12
"L",1997-08-27,1997,239,10,12
"L",1997-08-27,1997,239,11,12
"L",1997-08-27,1997,239,12,12
"L",1997-08-27,1997,239,13,12
"L",1997-08-27,1997,239,14,12
"L",1997-08-27,1997,239,15,11
"L",1997-08-27,1997,239,16,11
"L",1997-08-27,1997,239,17,11
"L",1997-08-27,1997,239,18,11
"L",1997-08-27,1997,239,19,11
"L",1997-08-27,1997,239,20,10
"L",1997-08-27,1997,239,21,10
"L",1997-08-27,1997,239,22,10
"L",1997-08-27,1997,239,23,10
"L",1997-08-27,1997,239,24,9
"L",1997-08-27,1997,239,25,9
"L",1997-08-27,1997,239,26,9
"L",1998-05-12,1998,132,0,8.9
"L",1998-05-12,1998,132,1,7.8
"L",1998-05-12,1998,132,2,7
"L",1998-05-12,1998,132,3,6.5
"L",1998-05-12,1998,132,4,6
"L",1998-05-12,1998,132,5,6
"L",1998-05-12,1998,132,6,5.8
"L",1998-05-12,1998,132,7,5.8
"L",1998-05-12,1998,132,8,5.6
"L",1998-05-12,1998,132,9,5.5
"L",1998-05-12,1998,132,10,5.3
"L",1998-05-12,1998,132,11,5.1
"L",1998-05-12,1998,132,12,5.1
"L",1998-05-12,1998,132,13,5.1
"L",1998-05-12,1998,132,14,5
"L",1998-05-12,1998,132,15,5
"L",1998-05-12,1998,132,16,5
"L",1998-05-12,1998,132,17,4.5
"L",1998-05-12,1998,132,18,4.5
"L",1998-05-12,1998,132,19,4.2
"L",1998-05-12,1998,132,20,4.2
"L",1998-05-12,1998,132,21,4.2
"L",1998-05-12,1998,132,22,4.2
"L",1998-05-12,1998,132,23,4.2
"L",1998-05-27,1998,147,0,16.5
"L",1998-05-27,1998,147,1,15.5
"L",1998-05-27,1998,147,2,15
"L",1998-05-27,1998,147,3,13
"L",1998-05-27,1998,147,4,13
"L",1998-05-27,1998,147,5,13
"L",1998-05-27,1998,147,6,12.5
"L",1998-05-27,1998,147,7,12
"L",1998-05-27,1998,147,8,12
"L",1998-05-27,1998,147,9,11.5
"L",1998-05-27,1998,147,10,11.5
"L",1998-05-27,1998,147,11,11
"L",1998-05-27,1998,147,12,11
"L",1998-05-27,1998,147,13,11
"L",1998-05-27,1998,147,14,10.5
"L",1998-05-27,1998,147,15,10.5
"L",1998-05-27,1998,147,16,10
"L",1998-05-27,1998,147,17,9
"L",1998-05-27,1998,147,18,9
"L",1998-05-27,1998,147,19,9
"L",1998-05-27,1998,147,20,8
"L",1998-05-27,1998,147,21,7
"L",1998-06-18,1998,169,0,14
"L",1998-06-18,1998,169,1,14
"L",1998-06-18,1998,169,2,14
"L",1998-06-18,1998,169,3,14
"L",1998-06-18,1998,169,4,14
"L",1998-06-18,1998,169,5,14
"L",1998-06-18,1998,169,6,14
"L",1998-06-18,1998,169,7,14
"L",1998-06-18,1998,169,8,14
"L",1998-06-18,1998,169,9,14
"L",1998-06-18,1998,169,10,14
"L",1998-06-18,1998,169,11,14
"L",1998-06-18,1998,169,12,14
"L",1998-06-18,1998,169,13,14
"L",1998-06-18,1998,169,14,14
"L",1998-06-18,1998,169,15,14
"L",1998-06-18,1998,169,16,14
"L",1998-06-18,1998,169,17,14
"L",1998-06-26,1998,177,0,16.5
"L",1998-06-26,1998,177,1,15.5
"L",1998-06-26,1998,177,2,15
"L",1998-06-26,1998,177,3,15
"L",1998-06-26,1998,177,4,14.7
"L",1998-06-26,1998,177,5,14.5
"L",1998-06-26,1998,177,6,14.3
"L",1998-06-26,1998,177,7,14.1
"L",1998-06-26,1998,177,8,14.1
"L",1998-06-26,1998,177,9,14.1
"L",1998-06-26,1998,177,10,14
"L",1998-06-26,1998,177,11,14
"L",1998-06-26,1998,177,12,14
"L",1998-06-26,1998,177,13,13.9
"L",1998-06-26,1998,177,14,13.8
"L",1998-06-26,1998,177,15,13.5
"L",1998-06-26,1998,177,16,13.2
"L",1998-06-26,1998,177,17,13.1
"L",1998-06-26,1998,177,18,13.1
"L",1998-06-26,1998,177,19,13.1
"L",1998-06-26,1998,177,20,13
"L",1998-07-10,1998,191,0,20
"L",1998-07-10,1998,191,1,19
"L",1998-07-10,1998,191,2,18.5
"L",1998-07-10,1998,191,3,18
"L",1998-07-10,1998,191,4,18
"L",1998-07-10,1998,191,5,17
"L",1998-07-10,1998,191,6,17
"L",1998-07-10,1998,191,7,16.5
"L",1998-07-10,1998,191,8,16.5
"L",1998-07-10,1998,191,9,16
"L",1998-07-10,1998,191,10,16
"L",1998-07-10,1998,191,11,15.5
"L",1998-07-10,1998,191,12,15.5
"L",1998-07-10,1998,191,13,15.5
"L",1998-07-10,1998,191,14,15
"L",1998-07-10,1998,191,15,15
"L",1998-07-10,1998,191,16,14.5
"L",1998-07-10,1998,191,17,14.5
"L",1998-07-10,1998,191,18,14
"L",1998-07-10,1998,191,19,14
"L",1998-07-27,1998,208,0,21
"L",1998-07-27,1998,208,1,20.5
"L",1998-07-27,1998,208,2,20
"L",1998-07-27,1998,208,3,19.5
"L",1998-07-27,1998,208,4,19.5
"L",1998-07-27,1998,208,5,19
"L",1998-07-27,1998,208,6,19
"L",1998-07-27,1998,208,7,19
"L",1998-07-27,1998,208,8,18.5
"L",1998-07-27,1998,208,9,18.5
"L",1998-07-27,1998,208,10,18.5
"L",1998-07-27,1998,208,11,18.5
"L",1998-07-27,1998,208,12,18.5
"L",1998-07-27,1998,208,13,18
"L",1998-07-27,1998,208,14,18
"L",1998-07-27,1998,208,15,18
"L",1998-07-27,1998,208,16,18
"L",1998-07-27,1998,208,17,17
"L",1998-07-27,1998,208,18,17
"L",1998-07-27,1998,208,19,17
"L",1998-07-27,1998,208,20,16.5
"L",1998-08-12,1998,224,0,24
"L",1998-08-12,1998,224,1,24
"L",1998-08-12,1998,224,2,23.5
"L",1998-08-12,1998,224,3,23
"L",1998-08-12,1998,224,4,23
"L",1998-08-12,1998,224,5,22
"L",1998-08-12,1998,224,6,22
"L",1998-08-12,1998,224,7,22
"L",1998-08-12,1998,224,8,22
"L",1998-08-12,1998,224,9,22
"L",1998-08-12,1998,224,10,22
"L",1998-08-12,1998,224,11,22
"L",1998-08-12,1998,224,12,22
"L",1998-08-12,1998,224,13,22
"L",1998-08-12,1998,224,14,22
"L",1998-08-12,1998,224,15,21
"L",1998-08-12,1998,224,16,21
"L",1998-08-12,1998,224,17,21
"L",1998-08-12,1998,224,18,21
"L",1998-08-12,1998,224,19,20
"L",1998-08-12,1998,224,20,20
"L",1998-08-12,1998,224,21,19
"L",1998-08-12,1998,224,22,18
"L",1998-08-30,1998,242,0,22
"L",1998-08-30,1998,242,1,22
"L",1998-08-30,1998,242,2,21
"L",1998-08-30,1998,242,3,21
"L",1998-08-30,1998,242,4,21
"L",1998-08-30,1998,242,5,21
"L",1998-08-30,1998,242,6,20
"L",1998-08-30,1998,242,7,20
"L",1998-08-30,1998,242,8,20
"L",1998-08-30,1998,242,9,20
"L",1998-08-30,1998,242,10,20
"L",1999-05-06,1999,126,0,9
"L",1999-05-06,1999,126,1,8
"L",1999-05-06,1999,126,2,7.5
"L",1999-05-06,1999,126,3,7
"L",1999-05-06,1999,126,4,6.5
"L",1999-05-06,1999,126,5,6.5
"L",1999-05-06,1999,126,6,6.5
"L",1999-05-06,1999,126,7,6.5
"L",1999-05-06,1999,126,8,6
"L",1999-05-06,1999,126,9,6
"L",1999-05-06,1999,126,10,6
"L",1999-05-06,1999,126,11,6
"L",1999-05-06,1999,126,12,6
"L",1999-05-06,1999,126,13,6
"L",1999-05-06,1999,126,14,6
"L",1999-05-06,1999,126,15,6
"L",1999-05-06,1999,126,16,6
"L",1999-05-06,1999,126,17,5.5
"L",1999-05-06,1999,126,18,5.5
"L",1999-05-06,1999,126,19,5.5
"L",1999-05-06,1999,126,20,5.5
"L",1999-05-06,1999,126,21,5.5
"L",1999-05-06,1999,126,22,5.5
"L",1999-05-20,1999,140,0,10
"L",1999-05-20,1999,140,1,10
"L",1999-05-20,1999,140,2,9.5
"L",1999-05-20,1999,140,3,9.5
"L",1999-05-20,1999,140,4,9.5
"L",1999-05-20,1999,140,5,9.5
"L",1999-05-20,1999,140,6,9
"L",1999-05-20,1999,140,7,9
"L",1999-05-20,1999,140,8,9
"L",1999-05-20,1999,140,9,8.5
"L",1999-05-20,1999,140,10,8.5
"L",1999-05-20,1999,140,11,8.5
"L",1999-05-20,1999,140,12,8.5
"L",1999-05-20,1999,140,13,8
"L",1999-05-20,1999,140,14,8
"L",1999-05-20,1999,140,15,8
"L",1999-05-20,1999,140,16,8
"L",1999-05-20,1999,140,17,7.5
"L",1999-05-20,1999,140,18,7.5
"L",1999-05-20,1999,140,19,7.5
"L",1999-05-20,1999,140,20,7.5
"L",1999-05-20,1999,140,21,7
"L",1999-05-20,1999,140,22,7
"L",1999-05-20,1999,140,23,7
"L",1999-06-07,1999,158,0,14.5
"L",1999-06-07,1999,158,1,14.5
"L",1999-06-07,1999,158,2,14.5
"L",1999-06-07,1999,158,3,14.5
"L",1999-06-07,1999,158,4,14.5
"L",1999-06-07,1999,158,5,14
"L",1999-06-07,1999,158,6,14
"L",1999-06-07,1999,158,7,13.5
"L",1999-06-07,1999,158,8,13
"L",1999-06-07,1999,158,9,13
"L",1999-06-07,1999,158,10,12.5
"L",1999-06-07,1999,158,11,12
"L",1999-06-07,1999,158,12,12
"L",1999-06-07,1999,158,13,12
"L",1999-06-07,1999,158,14,12
"L",1999-06-07,1999,158,15,11.5
"L",1999-06-07,1999,158,16,11.5
"L",1999-06-07,1999,158,17,11.5
"L",1999-06-07,1999,158,18,11
"L",1999-06-07,1999,158,19,11
"L",1999-06-07,1999,158,20,11
"L",1999-06-07,1999,158,21,11
"L",1999-06-07,1999,158,22,11
"L",1999-06-07,1999,158,23,11
"L",1999-06-07,1999,158,24,11
"L",1999-06-21,1999,172,0,19
"L",1999-06-21,1999,172,1,18.5
"L",1999-06-21,1999,172,2,18
"L",1999-06-21,1999,172,3,18
"L",1999-06-21,1999,172,4,18
"L",1999-06-21,1999,172,5,18
"L",1999-06-21,1999,172,6,18
"L",1999-06-21,1999,172,7,17.5
"L",1999-06-21,1999,172,8,17
"L",1999-06-21,1999,172,9,17
"L",1999-06-21,1999,172,10,17
"L",1999-06-21,1999,172,11,17
"L",1999-06-21,1999,172,12,16.5
"L",1999-06-21,1999,172,13,16
"L",1999-06-21,1999,172,14,16
"L",1999-06-21,1999,172,15,15.5
"L",1999-06-21,1999,172,16,15
"L",1999-06-21,1999,172,17,14.5
"L",1999-06-21,1999,172,18,14.5
"L",1999-06-21,1999,172,19,14.5
"L",1999-06-21,1999,172,20,14
"L",1999-06-21,1999,172,21,14
"L",1999-07-08,1999,189,0,17
"L",1999-07-08,1999,189,1,17
"L",1999-07-08,1999,189,2,17
"L",1999-07-08,1999,189,3,17
"L",1999-07-08,1999,189,4,17
"L",1999-07-08,1999,189,5,17
"L",1999-07-08,1999,189,6,17
"L",1999-07-08,1999,189,7,17
"L",1999-07-08,1999,189,8,17
"L",1999-07-08,1999,189,9,17
"L",1999-07-08,1999,189,10,16.5
"L",1999-07-08,1999,189,11,16.5
"L",1999-07-08,1999,189,12,16.5
"L",1999-07-08,1999,189,13,16.5
"L",1999-07-08,1999,189,14,16.5
"L",1999-07-08,1999,189,15,16.5
"L",1999-07-08,1999,189,16,16.5
"L",1999-07-08,1999,189,17,16.5
"L",1999-07-08,1999,189,18,16.5
"L",1999-07-08,1999,189,19,16.5
"L",1999-07-08,1999,189,20,16.5
"L",1999-07-08,1999,189,21,16.5
"L",1999-07-08,1999,189,22,16
"L",1999-07-08,1999,189,23,16
"L",1999-07-08,1999,189,24,16
"L",1999-07-21,1999,202,0,21
"L",1999-07-21,1999,202,1,21
"L",1999-07-21,1999,202,2,20.5
"L",1999-07-21,1999,202,3,20.5
"L",1999-07-21,1999,202,4,20.5
"L",1999-07-21,1999,202,5,20.5
"L",1999-07-21,1999,202,6,20.5
"L",1999-07-21,1999,202,7,20
"L",1999-07-21,1999,202,8,20
"L",1999-07-21,1999,202,9,19.5
"L",1999-07-21,1999,202,10,19
"L",1999-07-21,1999,202,11,19
"L",1999-07-21,1999,202,12,19
"L",1999-07-21,1999,202,13,18.5
"L",1999-07-21,1999,202,14,18
"L",1999-07-21,1999,202,15,18
"L",1999-07-21,1999,202,16,17.5
"L",1999-07-21,1999,202,17,17.5
"L",1999-07-21,1999,202,18,17.5
"L",1999-07-21,1999,202,19,17
"L",1999-07-21,1999,202,20,17
"L",1999-07-21,1999,202,21,17
"L",1999-07-21,1999,202,22,17
"L",1999-07-21,1999,202,23,17
"L",1999-07-21,1999,202,24,17
"L",1999-08-11,1999,223,0,20
"L",1999-08-11,1999,223,1,20
"L",1999-08-11,1999,223,2,20
"L",1999-08-11,1999,223,3,20
"L",1999-08-11,1999,223,4,20
"L",1999-08-11,1999,223,5,20
"L",1999-08-11,1999,223,6,20
"L",1999-08-11,1999,223,7,20
"L",1999-08-11,1999,223,8,20
"L",1999-08-11,1999,223,9,20
"L",1999-08-11,1999,223,10,20
"L",1999-08-11,1999,223,11,20
"L",1999-08-11,1999,223,12,20
"L",1999-08-11,1999,223,13,20
"L",1999-08-11,1999,223,14,20
"L",1999-08-11,1999,223,15,20
"L",1999-08-11,1999,223,16,20
"L",1999-08-11,1999,223,17,19.5
"L",1999-08-11,1999,223,18,19.5
"L",1999-08-11,1999,223,19,19.5
"L",1999-08-11,1999,223,20,19.5
"L",1999-08-11,1999,223,21,19.5
"L",1999-08-11,1999,223,22,19
"L",1999-08-11,1999,223,23,19
"L",1999-08-11,1999,223,24,19
"L",1999-08-11,1999,223,25,18.5
"L",1999-08-27,1999,239,0,21
"L",1999-08-27,1999,239,1,20.5
"L",1999-08-27,1999,239,2,20.5
"L",1999-08-27,1999,239,3,20
"L",1999-08-27,1999,239,4,20
"L",1999-08-27,1999,239,5,20
"L",1999-08-27,1999,239,6,20
"L",1999-08-27,1999,239,7,20
"L",1999-08-27,1999,239,8,20
"L",1999-08-27,1999,239,9,19.5
"L",1999-08-27,1999,239,10,19.5
"L",1999-08-27,1999,239,11,19.5
"L",1999-08-27,1999,239,12,19.5
"L",1999-08-27,1999,239,13,19.5
"L",1999-08-27,1999,239,14,19.5
"L",1999-08-27,1999,239,15,19.5
"L",1999-08-27,1999,239,16,19.5
"L",1999-08-27,1999,239,17,19.5
"L",1999-08-27,1999,239,18,19.5
"L",1999-08-27,1999,239,19,19.5
"L",1999-08-27,1999,239,20,19.5
"L",1999-08-27,1999,239,21,19.5
"L",1999-08-27,1999,239,22,19.5
"L",1999-08-27,1999,239,23,19.5
"L",1999-08-27,1999,239,24,19.5
"L",2000-05-09,2000,130,0,13
"L",2000-05-09,2000,130,1,12
"L",2000-05-09,2000,130,2,12
"L",2000-05-09,2000,130,3,11.5
"L",2000-05-09,2000,130,4,11
"L",2000-05-09,2000,130,5,11
"L",2000-05-09,2000,130,6,10.5
"L",2000-05-09,2000,130,7,10
"L",2000-05-09,2000,130,8,10
"L",2000-05-09,2000,130,9,10
"L",2000-05-09,2000,130,10,10
"L",2000-05-09,2000,130,11,10
"L",2000-05-09,2000,130,12,10
"L",2000-05-09,2000,130,13,10
"L",2000-05-09,2000,130,14,10
"L",2000-05-09,2000,130,15,10
"L",2000-05-09,2000,130,16,9.5
"L",2000-05-09,2000,130,17,9.5
"L",2000-05-09,2000,130,18,9.5
"L",2000-05-09,2000,130,19,9.5
"L",2000-05-09,2000,130,20,9
"L",2000-05-09,2000,130,21,8.5
"L",2000-05-09,2000,130,22,8
"L",2000-05-25,2000,146,0,14.5
"L",2000-05-25,2000,146,1,14
"L",2000-05-25,2000,146,2,13.5
"L",2000-05-25,2000,146,3,13
"L",2000-05-25,2000,146,4,13
"L",2000-05-25,2000,146,5,13
"L",2000-05-25,2000,146,6,13
"L",2000-05-25,2000,146,7,13
"L",2000-05-25,2000,146,8,13
"L",2000-05-25,2000,146,9,13
"L",2000-05-25,2000,146,10,13
"L",2000-05-25,2000,146,11,13
"L",2000-05-25,2000,146,12,13
"L",2000-05-25,2000,146,13,13
"L",2000-05-25,2000,146,14,13
"L",2000-05-25,2000,146,15,13
"L",2000-05-25,2000,146,16,13
"L",2000-05-25,2000,146,17,13
"L",2000-05-25,2000,146,18,13
"L",2000-05-25,2000,146,19,13
"L",2000-05-25,2000,146,20,13
"L",2000-05-25,2000,146,21,13
"L",2000-06-07,2000,159,0,16
"L",2000-06-07,2000,159,1,15.5
"L",2000-06-07,2000,159,2,15
"L",2000-06-07,2000,159,3,14.5
"L",2000-06-07,2000,159,4,14
"L",2000-06-07,2000,159,5,14
"L",2000-06-07,2000,159,6,14
"L",2000-06-07,2000,159,7,14
"L",2000-06-07,2000,159,8,14
"L",2000-06-07,2000,159,9,14
"L",2000-06-07,2000,159,10,14
"L",2000-06-07,2000,159,11,13.5
"L",2000-06-07,2000,159,12,13.5
"L",2000-06-07,2000,159,13,13.5
"L",2000-06-07,2000,159,14,13.5
"L",2000-06-07,2000,159,15,13.5
"L",2000-06-07,2000,159,16,13.5
"L",2000-06-07,2000,159,17,13.5
"L",2000-06-07,2000,159,18,13
"L",2000-06-07,2000,159,19,13
"L",2000-06-07,2000,159,20,13
"L",2000-06-07,2000,159,21,13
"L",2000-06-07,2000,159,22,12.5
"L",2000-06-07,2000,159,23,12
"L",2000-06-23,2000,175,0,15
"L",2000-06-23,2000,175,1,15
"L",2000-06-23,2000,175,2,15
"L",2000-06-23,2000,175,3,15
"L",2000-06-23,2000,175,4,15
"L",2000-06-23,2000,175,5,15
"L",2000-06-23,2000,175,6,14.5
"L",2000-06-23,2000,175,7,14.5
"L",2000-06-23,2000,175,8,14.5
"L",2000-06-23,2000,175,9,14.5
"L",2000-06-23,2000,175,10,14.5
"L",2000-06-23,2000,175,11,14.5
"L",2000-06-23,2000,175,12,14.5
"L",2000-06-23,2000,175,13,14.5
"L",2000-06-23,2000,175,14,14.5
"L",2000-06-23,2000,175,15,14.5
"L",2000-06-23,2000,175,16,14.5
"L",2000-06-23,2000,175,17,14.5
"L",2000-06-23,2000,175,18,14.5
"L",2000-06-23,2000,175,19,14.5
"L",2000-06-23,2000,175,20,14.5
"L",2000-06-23,2000,175,21,14.5
"L",2000-07-05,2000,187,0,20
"L",2000-07-05,2000,187,1,19
"L",2000-07-05,2000,187,2,19
"L",2000-07-05,2000,187,3,18
"L",2000-07-05,2000,187,4,18
"L",2000-07-05,2000,187,5,17.5
"L",2000-07-05,2000,187,6,17.5
"L",2000-07-05,2000,187,7,17
"L",2000-07-05,2000,187,8,17
"L",2000-07-05,2000,187,9,17
"L",2000-07-05,2000,187,10,17
"L",2000-07-05,2000,187,11,17
"L",2000-07-05,2000,187,12,17
"L",2000-07-05,2000,187,13,17
"L",2000-07-05,2000,187,14,17
"L",2000-07-05,2000,187,15,17
"L",2000-07-05,2000,187,16,17
"L",2000-07-05,2000,187,17,17
"L",2000-07-05,2000,187,18,16.5
"L",2000-07-05,2000,187,19,16.5
"L",2000-07-05,2000,187,20,16.5
"L",2000-07-05,2000,187,21,16
"L",2000-07-05,2000,187,22,15.5
"L",2000-07-05,2000,187,23,15.5
"L",2000-07-20,2000,202,0,18.5
"L",2000-07-20,2000,202,1,18.5
"L",2000-07-20,2000,202,2,18.5
"L",2000-07-20,2000,202,3,18.5
"L",2000-07-20,2000,202,4,18.5
"L",2000-07-20,2000,202,5,18.5
"L",2000-07-20,2000,202,6,18.5
"L",2000-07-20,2000,202,7,18
"L",2000-07-20,2000,202,8,18
"L",2000-07-20,2000,202,9,18
"L",2000-07-20,2000,202,10,18
"L",2000-07-20,2000,202,11,18
"L",2000-07-20,2000,202,12,18
"L",2000-07-20,2000,202,13,18
"L",2000-07-20,2000,202,14,18
"L",2000-07-20,2000,202,15,18
"L",2000-07-20,2000,202,16,18
"L",2000-07-20,2000,202,17,18
"L",2000-07-20,2000,202,18,18
"L",2000-07-20,2000,202,19,18
"L",2000-07-20,2000,202,20,18
"L",2000-07-20,2000,202,21,16.5
"L",2000-07-20,2000,202,22,16
"L",2000-08-02,2000,215,0,21.5
"L",2000-08-02,2000,215,1,21.5
"L",2000-08-02,2000,215,2,21
"L",2000-08-02,2000,215,3,21
"L",2000-08-02,2000,215,4,21
"L",2000-08-02,2000,215,5,21
"L",2000-08-02,2000,215,6,21
"L",2000-08-02,2000,215,7,21
"L",2000-08-02,2000,215,8,21
"L",2000-08-02,2000,215,9,21
"L",2000-08-02,2000,215,10,21
"L",2000-08-02,2000,215,11,21
"L",2000-08-02,2000,215,12,21
"L",2000-08-02,2000,215,13,21
"L",2000-08-02,2000,215,14,21
"L",2000-08-02,2000,215,15,21
"L",2000-08-02,2000,215,16,21
"L",2000-08-02,2000,215,17,21
"L",2000-08-02,2000,215,18,20.5
"L",2000-08-02,2000,215,19,20.5
"L",2000-08-02,2000,215,20,20
"L",2000-08-02,2000,215,21,19.5
"L",2000-08-02,2000,215,22,19
"L",2000-08-02,2000,215,23,19
"L",2000-08-21,2000,234,0,20
"L",2000-08-21,2000,234,1,20
"L",2000-08-21,2000,234,2,20
"L",2000-08-21,2000,234,3,20
"L",2000-08-21,2000,234,4,20
"L",2000-08-21,2000,234,5,20
"L",2000-08-21,2000,234,6,19.5
